#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2025-06-04T01:13:27 [V7.5.1]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2025-06-04T01:13:27	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=99999&-source=J/ApJ/608/243/photom&-order=I&-out=Seq&-out=Xpos&-out=Ypos&-out=Bmag&-out=e_Bmag&-out=Vmag&-out=e_Vmag&-out=Icmag&-out=e_Icmag&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.5.1	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_16080243
#Name: J/ApJ/608/243
#Title: CCD BVI photometry of M12 stars (Hargis+, 2004)
#INFO	ivoid=ivo://cds.vizier/j/apj/608/243	    IVOID of underlying data collection
#INFO	creator=Hargis J.R.	    First author or institution
#INFO	cites=bibcode:2004ApJ...608..243H	    Article or Data origin sources
#INFO	editor=Astrophysical Journal (AAS)	    Editor name (article)
#INFO	original_date=2004	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJ/608/243	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.16080243	    Dataset identifier that can be used for citation
#INFO	publication_date=2004-08-20	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_ApJ_608_243_photom:
#Name: J/ApJ/608/243/photom
#Title: BVI Photometry for M12 stars
#Column	Seq	(I5)	Sequential number	[ucd=meta.id]
#Column	Xpos	(F8.3)	X coordinate in pixels (1)	[ucd=pos.cartesian.x;instr.det]
#Column	Ypos	(F8.3)	Y coordinate in pixels (1)	[ucd=pos.cartesian.y;instr.det]
#Column	Bmag	(F7.4)	? Johnson B magnitude	[ucd=phot.mag;em.opt.B]
#Column	e_Bmag	(F7.4)	? Johnson B magnitude error	[ucd=stat.error]
#Column	Vmag	(F7.4)	? Johnson V magnitude	[ucd=phot.mag;em.opt.V]
#Column	e_Vmag	(F7.4)	? Johnson V magnitude error	[ucd=stat.error]
#Column	Icmag	(F7.4)	? Cousins I magnitude	[ucd=phot.mag;em.opt.I]
#Column	e_Icmag	(F7.4)	? Cousins I magnitude error	[ucd=stat.error]
Seq	Xpos	Ypos	Bmag	e_Bmag	Vmag	e_Vmag	Icmag	e_Icmag
 7636	1235.501	 662.224	19.4808	 0.0307	18.7919	 0.0209	17.9233	 0.0265
 7637	1079.278	 886.978	19.3385	 0.0482	18.7922	 0.0327	17.7895	 0.0484
 7638	1068.014	 795.931	19.5756	 0.0357	18.7923	 0.0277	17.7317	 0.0372
 7639	 994.685	1041.727	19.3575	 0.0313	18.7924	 0.0337	18.0125	 0.0392
 7640	1120.266	 894.693	19.3856	 0.0677	18.7925	 0.0598	18.2908	 0.0542
 7641	1047.017	 878.793	19.4999	 0.0544	18.7930	 0.0470	17.8973	 0.0595
 7642	1053.774	1303.506	19.5053	 0.0373	18.7931	 0.0330	17.7443	 0.0533
 7643	1496.057	 910.136	19.4147	 0.0300	18.7932	 0.0271	17.8901	 0.0245
 7644	1041.413	 926.547	19.2902	 0.0544	18.7934	 0.0391	17.7835	 0.0598
 7645	1584.893	1016.520	19.4951	 0.0275	18.7936	 0.0196	17.8863	 0.0264
 7646	 915.125	 496.882	19.4959	 0.0258	18.7939	 0.0201	17.9032	 0.0263
 7647	1164.257	1145.808	19.4830	 0.0363	18.7939	 0.0355	17.9388	 0.0270
 7648	 962.527	 798.810	19.5545	 0.0341	18.7941	 0.0222	17.9302	 0.0222
 7649	1349.361	1001.999	19.3698	 0.0534	18.7943	 0.0376	17.7272	 0.0401
 7650	1186.924	1166.074	19.3035	 0.0533	18.7945	 0.0526	17.8395	 0.0565
 7651	 886.679	1973.260	19.4380	 0.0314	18.7950	 0.0257	18.0544	 0.0236
 7652	1643.847	 797.209	19.5055	 0.0348	18.7956	 0.0200	17.9078	 0.0245
 7653	 469.725	1039.300	19.4317	 0.0328	18.7956	 0.0187	17.9014	 0.0240
 7654	1780.556	1346.541	19.5789	 0.0357	18.7960	 0.0214	17.6946	 0.0186
 7655	1140.175	 383.936	19.6129	 0.0258	18.7960	 0.0244	17.7128	 0.0231
 7656	 858.566	1015.661	18.8839	 0.0985	18.7962	 0.0392	17.9039	 0.0588
 7657	 553.031	1070.391	19.4141	 0.0257	18.7964	 0.0227	17.8716	 0.0246
 7658	1196.699	 574.338	19.4468	 0.0229	18.7965	 0.0187	17.9852	 0.0218
 7659	 746.262	1776.219	19.5391	 0.0363	18.7965	 0.0185	17.8764	 0.0311
 7660	 258.462	 972.935	19.6418	 0.0361	18.7965	 0.0191	17.7170	 0.0221
 7661	1035.882	1107.694	19.4650	 0.0449	18.7969	 0.0339	17.5159	 0.0442
 7662	1098.186	 624.742	19.4844	 0.0300	18.7969	 0.0201	17.8861	 0.0253
 7663	1719.059	 987.798	19.6350	 0.0418	18.7971	 0.0310	17.8235	 0.0344
 7664	1067.912	 878.381	19.4468	 0.0417	18.7972	 0.0345	18.0445	 0.0533
 7665	1128.449	 957.551	18.9659	 0.0582	18.7973	 0.0562	17.8257	 0.0922
 7666	1538.824	 947.192	19.5709	 0.0342	18.7979	 0.0259	17.8617	 0.0270
 7667	1297.092	 934.562	19.4564	 0.0247	18.7981	 0.0255	17.9381	 0.0280
 7668	1140.043	1080.996	19.4542	 0.0519	18.7985	 0.0449	17.6069	 0.0441
 7669	1213.294	 915.641	19.4116	 0.0303	18.7988	 0.0294	17.6973	 0.0324
 7670	 250.362	1184.016	20.0576	 0.0503	18.7990	 0.0184	17.3362	 0.0160
 7671	 953.710	 953.961	19.4373	 0.0369	18.7992	 0.0233	17.9202	 0.0278
 7672	1265.125	1396.029	19.4552	 0.0302	18.7992	 0.0222	17.9740	 0.0237
 7673	1079.811	 754.150	19.6078	 0.0728	18.7993	 0.0633	18.0507	 0.0578
 7674	1021.206	 186.957	19.5759	 0.0281	18.7993	 0.0200	17.8884	 0.0253
 7675	 891.906	 973.262	19.3983	 0.0438	18.7995	 0.0228	17.8790	 0.0290
 7676	1304.274	 257.099	19.4609	 0.0268	18.8000	 0.0245	17.8923	 0.0224
 7677	1449.203	 850.782	19.4443	 0.0284	18.8001	 0.0205	17.9578	 0.0290
 7678	1080.299	 740.857	19.5639	 0.0432	18.8002	 0.0276	17.9347	 0.0280
 7679	 694.045	1123.573	19.5092	 0.0332	18.8005	 0.0168	17.9612	 0.0200
 7680	1105.508	1245.373	19.4223	 0.0292	18.8007	 0.0234	17.8933	 0.0251
 7681	1920.576	 957.679	19.4940	 0.0314	18.8007	 0.0212	17.9127	 0.0251
 7682	 916.740	1633.564	19.4289	 0.0278	18.8012	 0.0182	17.9508	 0.0228
 7683	 966.663	1107.069	19.4752	 0.0337	18.8014	 0.0221	17.8081	 0.0329
 7684	1055.784	1096.651	19.3963	 0.0438	18.8015	 0.0321	18.0014	 0.0308
 7685	 943.577	1111.161	19.5524	 0.0878	18.8015	 0.0370	17.7985	 0.0605
 7686	1244.111	 257.009	19.4661	 0.0263	18.8021	 0.0207	17.9105	 0.0276
 7687	1909.655	 152.290	19.7699	 0.0409	18.8025	 0.0213	17.6170	 0.0187
 7688	1024.335	 796.947	19.5525	 0.0410	18.8027	 0.0208	17.9167	 0.0266
 7689	 945.076	 908.575	19.3672	 0.0748	18.8029	 0.0954	       	
 7690	 743.289	1046.592	19.4449	 0.0278	18.8031	 0.0188	17.9425	 0.0251
 7691	 933.704	 851.353	19.5872	 0.0517	18.8031	 0.0411	17.7637	 0.0509
 7692	 997.128	1176.535	19.4465	 0.0414	18.8031	 0.0245	17.9786	 0.0355
 7693	 920.877	 809.755	19.4287	 0.0310	18.8033	 0.0259	17.9396	 0.0270
 7694	1072.361	2022.499	19.4161	 0.0411	18.8036	 0.0233	17.9330	 0.0292
 7695	1199.687	 595.292	19.4635	 0.0312	18.8036	 0.0189	17.9486	 0.0203
 7696	1776.535	 598.198	19.4862	 0.0366	18.8037	 0.0181	17.9150	 0.0195
 7697	1530.176	1593.531	19.6532	 0.0393	18.8039	 0.0217	17.8304	 0.0250
 7698	 821.179	 907.349	19.5866	 0.0529	18.8046	 0.0198	17.8331	 0.0240
 7699	 773.104	1248.276	19.4917	 0.0324	18.8050	 0.0206	17.8843	 0.0246
 7700	 862.008	1038.167	19.4066	 0.0299	18.8052	 0.0193	17.8691	 0.0214
 7701	1300.310	1033.587	19.5350	 0.0630	18.8054	 0.0304	18.1370	 0.0355
 7702	1249.395	 463.531	19.6376	 0.0227	18.8054	 0.0203	17.8224	 0.0248
 7703	1158.817	1040.243	19.5556	 0.0632	18.8055	 0.0394	17.9921	 0.0504
 7704	 894.957	1035.257	19.4325	 0.0396	18.8056	 0.0279	17.8368	 0.0242
 7705	 736.553	1889.296	19.3834	 0.0341	18.8060	 0.0293	17.8691	 0.0245
 7706	 700.374	 836.469	19.4909	 0.0317	18.8060	 0.0177	17.9343	 0.0265
 7707	1481.378	 812.178	19.4414	 0.0355	18.8062	 0.0160	17.9523	 0.0228
 7708	1030.574	 898.363	19.5116	 0.0470	18.8062	 0.0453	17.6919	 0.0361
 7709	1072.686	1264.288	19.4919	 0.0338	18.8066	 0.0211	17.9929	 0.0292
 7710	 846.213	 876.061	19.4582	 0.0548	18.8069	 0.0346	17.8248	 0.0340
 7711	 983.432	1102.855	19.4879	 0.0330	18.8070	 0.0300	17.8595	 0.0435
 7712	1088.564	1046.694	       	       	18.8071	 0.0538	17.9370	 0.0802
 7713	 201.669	1460.620	19.5202	 0.0309	18.8071	 0.0192	17.8828	 0.0208
 7714	 703.623	 926.986	19.5267	 0.0320	18.8072	 0.0190	17.8417	 0.0266
 7715	 927.030	 819.708	19.4647	 0.0331	18.8074	 0.0188	17.9877	 0.0290
 7716	1078.136	 922.455	19.3091	 0.0943	18.8076	 0.0758	17.7324	 0.0852
 7717	 956.445	 971.676	19.5953	 0.0479	18.8076	 0.0245	17.6777	 0.0254
 7718	1069.387	 954.732	       	       	18.8076	 0.0675	17.7237	 0.0530
 7719	1120.918	 708.122	19.5282	 0.0286	18.8076	 0.0244	17.8647	 0.0247
 7720	 958.612	1056.077	19.4937	 0.0407	18.8080	 0.0295	17.7456	 0.0478
 7721	1338.607	1274.432	19.4570	 0.0293	18.8083	 0.0199	17.9739	 0.0249
 7722	1173.919	1172.473	19.5078	 0.0349	18.8084	 0.0222	18.0916	 0.0404
 7723	1050.446	 933.688	       	       	18.8085	 0.0422	17.8987	 0.0485
 7724	 963.760	 682.285	19.4166	 0.0315	18.8086	 0.0210	17.8855	 0.0283
 7725	1296.857	 703.102	19.5004	 0.0318	18.8088	 0.0226	17.9507	 0.0215
 7726	1126.044	1049.225	19.4753	 0.0650	18.8091	 0.0716	17.6714	 0.0673
 7727	1100.012	 830.808	19.6505	 0.0387	18.8093	 0.0274	18.0334	 0.0393
 7728	1612.808	 244.011	19.3824	 0.0339	18.8093	 0.0170	18.0214	 0.0234
 7729	1252.651	1033.266	19.4542	 0.0370	18.8094	 0.0300	17.9883	 0.0368
 7730	 886.287	 951.835	19.4252	 0.0324	18.8094	 0.0241	17.8204	 0.0292
 7731	 949.149	1024.703	19.6464	 0.0774	18.8097	 0.0414	17.6779	 0.0437
 7732	 898.557	1365.470	19.4717	 0.0289	18.8098	 0.0208	17.9778	 0.0209
 7733	1829.313	1678.182	19.5027	 0.0360	18.8102	 0.0192	17.8943	 0.0268
 7734	1064.823	1468.750	19.3977	 0.0327	18.8102	 0.0230	17.9715	 0.0250
 7735	1381.293	1187.138	19.5368	 0.0332	18.8104	 0.0244	17.9607	 0.0287
 7736	1062.920	 620.298	19.4806	 0.0311	18.8105	 0.0341	17.8376	 0.0334
 7737	1358.158	 850.227	       	       	18.8105	 0.0508	17.4773	 0.0394
 7738	 876.851	 709.153	19.4436	 0.0338	18.8105	 0.0206	17.9503	 0.0209
 7739	1354.629	1004.502	19.4658	 0.0330	18.8105	 0.0185	17.9243	 0.0252
 7740	 961.364	 591.878	19.5117	 0.0397	18.8108	 0.0228	17.9634	 0.0281
 7741	1117.998	1078.332	19.3943	 0.0405	18.8109	 0.0377	17.4926	 0.0493
 7742	 746.779	1027.856	19.4435	 0.0342	18.8114	 0.0259	17.9971	 0.0219
 7743	1166.893	 967.002	19.4513	 0.0507	18.8116	 0.0290	17.8613	 0.0446
 7744	 849.490	 972.419	19.3109	 0.0408	18.8116	 0.0301	17.8149	 0.0375
 7745	 879.107	 997.671	19.1081	 0.0466	18.8117	 0.0344	17.9828	 0.0431
 7746	1221.884	 885.111	19.4930	 0.0319	18.8120	 0.0227	17.8830	 0.0278
 7747	 923.544	 951.029	19.3215	 0.0290	18.8122	 0.0275	17.8818	 0.0255
 7748	 984.499	1178.217	19.5573	 0.0349	18.8124	 0.0320	17.7901	 0.0260
 7749	 462.347	1387.941	19.6932	 0.0319	18.8127	 0.0203	17.8216	 0.0238
 7750	1079.540	 932.434	19.6080	 0.0650	18.8127	 0.0331	17.9328	 0.0348
 7751	 337.258	1407.000	20.2107	 0.0431	18.8127	 0.0175	17.2071	 0.0160
 7752	 961.537	1122.646	       	       	18.8132	 0.0997	17.8249	 0.0773
 7753	1112.466	 669.370	19.6961	 0.0375	18.8134	 0.0200	17.6683	 0.0200
 7754	1879.328	1505.910	19.5828	 0.0313	18.8135	 0.0239	17.7647	 0.0257
 7755	1408.870	 376.393	19.4870	 0.0293	18.8139	 0.0218	17.9928	 0.0278
 7756	1148.835	1415.426	19.5919	 0.0563	18.8141	 0.0293	17.8127	 0.0215
 7757	 998.706	 918.457	19.4402	 0.0501	18.8142	 0.0444	17.6903	 0.0466
 7758	1122.013	 863.956	19.4647	 0.0300	18.8144	 0.0237	17.9731	 0.0329
 7759	 605.982	 207.058	19.7039	 0.0369	18.8145	 0.0203	17.7562	 0.0204
 7760	 985.315	 751.877	19.9381	 0.0432	18.8146	 0.0213	17.5216	 0.0207
 7761	 953.528	 922.301	19.5038	 0.0316	18.8146	 0.0270	17.9405	 0.0377
 7762	 422.391	1219.593	19.4910	 0.0339	18.8147	 0.0242	17.9082	 0.0231
 7763	 745.860	1176.954	19.5005	 0.0314	18.8147	 0.0236	18.0227	 0.0256
 7764	1244.080	 833.812	19.4122	 0.0300	18.8148	 0.0252	17.8829	 0.0306
 7765	1114.164	 829.526	19.5332	 0.0407	18.8153	 0.0320	17.8180	 0.0279
 7766	1180.456	 975.034	19.3699	 0.0549	18.8155	 0.0356	17.9070	 0.0473
 7767	1013.206	 870.906	19.3385	 0.0471	18.8157	 0.0350	17.8583	 0.0348
 7768	1107.255	1046.183	19.6072	 0.0511	18.8160	 0.0434	17.8297	 0.0436
 7769	 891.766	 839.115	19.5464	 0.0345	18.8161	 0.0253	17.9109	 0.0272
 7770	 772.035	1180.207	19.4802	 0.0420	18.8162	 0.0304	17.8613	 0.0252
 7771	1378.492	 760.080	19.5170	 0.0313	18.8164	 0.0235	17.9925	 0.0257
 7772	1019.234	1038.520	19.4300	 0.0448	18.8165	 0.0402	17.9112	 0.0523
 7773	1483.421	1306.592	19.5868	 0.0374	18.8165	 0.0217	17.9508	 0.0299
 7774	1072.978	 915.294	       	       	18.8165	 0.0500	17.3753	 0.0651
 7775	 980.286	 760.348	19.6214	 0.0329	18.8166	 0.0195	17.8811	 0.0220
 7776	1448.464	1322.415	19.5083	 0.0300	18.8166	 0.0192	17.9652	 0.0271
 7777	1060.327	 821.924	19.5452	 0.0400	18.8167	 0.0225	17.9656	 0.0373
 7778	1192.067	1116.738	19.5331	 0.0300	18.8169	 0.0258	17.9497	 0.0255
 7779	1264.421	 638.263	19.4102	 0.0338	18.8169	 0.0337	17.8361	 0.0323
 7780	1073.576	1166.590	19.3667	 0.0437	18.8171	 0.0382	17.8860	 0.0362
 7781	1034.095	 892.807	19.4252	 0.0380	18.8173	 0.0337	17.7734	 0.0358
 7782	1108.104	 752.963	19.5121	 0.0447	18.8178	 0.0266	17.7840	 0.0285
 7783	 879.975	 875.670	19.4454	 0.0361	18.8180	 0.0252	18.0489	 0.0605
 7784	1044.098	 954.277	19.2627	 0.0658	18.8181	 0.0951	       	
 7785	1257.955	 817.095	19.6160	 0.0556	18.8182	 0.0472	18.0065	 0.0414
 7786	1272.043	1066.106	19.5546	 0.0307	18.8184	 0.0237	17.8939	 0.0310
 7787	 724.781	1150.084	19.4861	 0.0325	18.8184	 0.0196	17.9601	 0.0226
 7788	1891.565	1080.754	19.9395	 0.0440	18.8184	 0.0194	17.5703	 0.0188
 7789	 740.974	 795.869	19.4926	 0.0319	18.8185	 0.0232	17.9155	 0.0231
 7790	1099.771	1043.062	19.5758	 0.0522	18.8188	 0.0349	17.8071	 0.0410
 7791	 799.306	1276.156	19.4727	 0.0293	18.8188	 0.0205	17.9437	 0.0249
 7792	 416.355	 551.009	19.4444	 0.0281	18.8192	 0.0203	17.8497	 0.0213
 7793	 962.552	1236.329	19.6156	 0.0382	18.8196	 0.0283	17.7009	 0.0401
 7794	1043.205	1122.375	19.4929	 0.0431	18.8197	 0.0259	17.8860	 0.0443
 7795	 871.956	 918.350	19.5589	 0.0418	18.8200	 0.0255	18.0387	 0.0275
 7796	 822.826	1255.056	19.4363	 0.0321	18.8202	 0.0189	17.9408	 0.0268
 7797	 894.522	 867.565	19.4185	 0.0317	18.8203	 0.0249	17.9893	 0.0296
 7798	1383.167	1105.507	19.9029	 0.0401	18.8206	 0.0191	17.6120	 0.0188
 7799	 948.443	 980.872	19.6416	 0.0600	18.8206	 0.0279	17.9813	 0.0306
 7800	1174.187	 715.349	19.4796	 0.0454	18.8207	 0.0270	17.9628	 0.0373
 7801	1213.354	1094.213	19.3645	 0.0423	18.8209	 0.0265	17.8792	 0.0364
 7802	1216.865	1094.132	19.4155	 0.0384	18.8211	 0.0238	17.9566	 0.0372
 7803	 844.193	 914.492	19.5000	 0.0334	18.8211	 0.0203	18.0055	 0.0285
 7804	1270.530	 833.914	19.4555	 0.0360	18.8211	 0.0220	17.9700	 0.0292
 7805	1237.028	1139.123	19.4685	 0.0364	18.8213	 0.0330	17.9811	 0.0271
 7806	1030.839	 801.239	19.5889	 0.0367	18.8216	 0.0359	17.9961	 0.0321
 7807	1198.913	1023.596	19.5425	 0.0371	18.8218	 0.0245	17.9735	 0.0300
 7808	 404.116	1926.005	19.4860	 0.0274	18.8220	 0.0198	17.9026	 0.0216
 7809	1301.114	 629.984	19.4925	 0.0312	18.8222	 0.0212	17.9446	 0.0227
 7810	1524.194	1224.210	19.5805	 0.0323	18.8223	 0.0184	17.9835	 0.0262
 7811	1744.722	1317.151	19.5269	 0.0269	18.8224	 0.0212	17.9127	 0.0223
 7812	1199.515	 465.575	19.5312	 0.0347	18.8224	 0.0194	17.9635	 0.0248
 7813	1205.740	1209.899	19.4633	 0.0291	18.8230	 0.0216	17.9640	 0.0288
 7814	1209.334	 817.496	19.4697	 0.0318	18.8234	 0.0235	17.9814	 0.0305
 7815	1879.046	1383.713	19.4783	 0.0310	18.8238	 0.0209	17.9264	 0.0244
 7816	 687.220	 818.917	19.5120	 0.0301	18.8241	 0.0193	17.9236	 0.0265
 7817	1296.843	 654.283	19.5420	 0.0307	18.8245	 0.0202	17.9887	 0.0226
 7818	 842.685	 249.352	19.7711	 0.0393	18.8251	 0.0210	17.7612	 0.0228
 7819	 648.847	 621.680	19.3490	 0.0285	18.8255	 0.0267	17.9088	 0.0266
 7820	 815.159	1400.327	19.4559	 0.0292	18.8256	 0.0216	17.9795	 0.0210
 7821	1122.937	 581.188	19.5188	 0.0317	18.8256	 0.0204	17.9380	 0.0239
 7822	 588.536	1100.499	19.4616	 0.0312	18.8259	 0.0220	17.8703	 0.0335
 7823	1158.820	1124.381	19.3662	 0.0404	18.8259	 0.0474	18.0691	 0.0491
 7824	 842.960	1082.926	19.6119	 0.0417	18.8262	 0.0220	17.9052	 0.0269
 7825	1008.204	 837.469	19.6334	 0.0373	18.8265	 0.0290	17.9313	 0.0320
 7826	 948.836	 768.605	19.3531	 0.0505	18.8266	 0.0327	17.9068	 0.0476
 7827	1257.791	1086.388	19.5206	 0.0351	18.8268	 0.0219	17.8395	 0.0305
 7828	 752.015	 585.534	19.5368	 0.0372	18.8271	 0.0202	17.9705	 0.0219
 7829	1770.799	1481.990	19.4616	 0.0316	18.8272	 0.0193	17.9351	 0.0252
 7830	1602.508	 967.969	19.4912	 0.0296	18.8273	 0.0317	17.9359	 0.0303
 7831	1452.994	1677.999	19.5269	 0.0268	18.8274	 0.0170	18.0007	 0.0264
 7832	1149.049	 903.620	19.7893	 0.0652	18.8277	 0.0432	17.7430	 0.0345
 7833	 104.139	 929.582	19.6538	 0.0350	18.8284	 0.0195	17.8616	 0.0254
 7834	 711.520	 939.227	19.5126	 0.0318	18.8284	 0.0210	17.8571	 0.0273
 7835	 994.918	1230.071	19.4790	 0.0347	18.8285	 0.0254	17.9100	 0.0326
 7836	1643.951	 790.244	19.4850	 0.0365	18.8285	 0.0196	17.9277	 0.0243
 7837	 882.535	 650.998	19.3663	 0.0320	18.8285	 0.0288	17.9016	 0.0237
 7838	1031.087	 929.086	19.5947	 0.0549	18.8286	 0.0510	17.8068	 0.0615
 7839	1226.113	 968.982	19.3106	 0.0380	18.8289	 0.0259	17.8525	 0.0278
 7840	 521.582	 995.479	19.4798	 0.0229	18.8289	 0.0200	17.9572	 0.0264
 7841	1353.104	1086.235	19.4831	 0.0291	18.8289	 0.0220	17.8979	 0.0277
 7842	 757.193	 738.876	19.4674	 0.0249	18.8291	 0.0224	17.8888	 0.0269
 7843	 986.739	 843.049	19.3961	 0.0681	18.8292	 0.0750	       	
 7844	 919.052	 982.626	19.5224	 0.0565	18.8295	 0.0456	17.9856	 0.0474
 7845	1087.985	1323.123	19.4619	 0.0322	18.8300	 0.0235	17.8925	 0.0240
 7846	1160.724	 886.905	19.4353	 0.0354	18.8301	 0.0267	18.0668	 0.0463
 7847	 841.215	1090.035	19.4256	 0.0352	18.8304	 0.0218	17.9890	 0.0228
 7848	 868.960	 957.857	19.4115	 0.0516	18.8305	 0.0358	18.0402	 0.0524
 7849	 891.911	 916.266	19.4290	 0.0570	18.8305	 0.0360	17.8917	 0.0392
 7850	1156.498	1058.650	19.4136	 0.0578	18.8306	 0.0278	17.9212	 0.0513
 7851	1201.311	1144.550	19.6444	 0.0346	18.8308	 0.0238	18.0201	 0.0325
 7852	 803.216	1053.485	19.4416	 0.0340	18.8308	 0.0208	17.9871	 0.0372
 7853	 895.420	1111.306	19.5824	 0.0457	18.8311	 0.0225	17.9771	 0.0260
 7854	1444.671	 573.232	19.4381	 0.0333	18.8316	 0.0194	18.0631	 0.0242
 7855	1351.511	 983.866	19.5425	 0.0330	18.8317	 0.0201	17.9736	 0.0297
 7856	 965.610	1113.122	19.6037	 0.0385	18.8320	 0.0359	18.0921	 0.0388
 7857	 922.967	 830.104	19.5373	 0.0710	18.8322	 0.0332	17.6820	 0.0370
 7858	1123.466	 664.041	19.3794	 0.0355	18.8323	 0.0282	17.8702	 0.0282
 7859	1298.459	 937.074	19.6203	 0.0406	18.8325	 0.0329	17.9493	 0.0320
 7860	1061.744	1253.732	19.4617	 0.0283	18.8325	 0.0200	17.9789	 0.0261
 7861	1101.379	1670.998	19.5176	 0.0275	18.8327	 0.0210	17.9972	 0.0260
 7862	 569.158	1145.073	19.5848	 0.0374	18.8330	 0.0199	17.9317	 0.0244
 7863	1339.680	1089.783	19.5301	 0.0411	18.8332	 0.0231	18.0569	 0.0296
 7864	1054.340	1184.041	19.4811	 0.0396	18.8334	 0.0331	17.7943	 0.0354
 7865	1859.539	 715.111	19.5216	 0.0369	18.8335	 0.0217	17.8533	 0.0201
 7866	 877.504	 866.055	19.4818	 0.0433	18.8337	 0.0314	17.8549	 0.0692
 7867	1126.898	1195.972	19.4453	 0.0348	18.8337	 0.0348	18.0486	 0.0413
 7868	 966.043	1596.998	20.2363	 0.0470	18.8337	 0.0219	17.2613	 0.0144
 7869	1353.105	1010.132	19.5044	 0.0330	18.8338	 0.0213	18.0489	 0.0392
 7870	 884.086	1008.887	19.5670	 0.0378	18.8339	 0.0354	17.8039	 0.0400
 7871	 989.348	 779.044	19.4897	 0.0423	18.8345	 0.0209	17.8198	 0.0305
 7872	 989.028	 900.158	19.5206	 0.0394	18.8348	 0.0347	17.8410	 0.0329
 7873	1113.728	1020.378	19.3083	 0.0685	18.8354	 0.0563	17.5867	 0.0516
 7874	1290.636	 994.418	19.4985	 0.0308	18.8356	 0.0201	17.9672	 0.0290
 7875	 989.055	 863.140	19.6328	 0.0414	18.8360	 0.0320	17.9031	 0.0337
 7876	 956.171	1007.083	19.3261	 0.0465	18.8363	 0.0303	17.8009	 0.0396
 7877	1105.325	1085.849	19.4303	 0.0408	18.8368	 0.0291	17.9966	 0.0435
 7878	1740.741	1332.365	19.5092	 0.0325	18.8368	 0.0197	17.9597	 0.0272
 7879	1004.468	1105.627	19.4400	 0.0550	18.8369	 0.0454	17.8629	 0.0532
 7880	 945.351	 975.744	19.3670	 0.0733	18.8371	 0.0698	18.0905	 0.0694
 7881	1022.640	 781.181	19.6290	 0.0486	18.8374	 0.0320	18.1718	 0.0493
 7882	1848.556	1395.583	19.4589	 0.0290	18.8376	 0.0194	17.9218	 0.0238
 7883	 935.813	 569.567	19.5651	 0.0291	18.8379	 0.0275	17.7458	 0.0339
 7884	1185.794	1117.752	19.6039	 0.0458	18.8379	 0.0282	17.5886	 0.0286
 7885	1340.968	 985.782	19.5237	 0.0311	18.8380	 0.0202	17.9475	 0.0233
 7886	1302.847	 338.424	19.5046	 0.0342	18.8381	 0.0225	17.9614	 0.0230
 7887	1070.322	 795.298	19.3375	 0.0468	18.8381	 0.0381	17.7245	 0.0488
 7888	 996.349	 825.506	19.6069	 0.0444	18.8381	 0.0284	17.9608	 0.0279
 7889	1138.676	 880.939	19.5558	 0.0337	18.8382	 0.0352	17.8381	 0.0336
 7890	 480.990	 956.088	19.4990	 0.0294	18.8383	 0.0180	17.9889	 0.0231
 7891	1220.508	 911.346	19.5677	 0.0330	18.8385	 0.0341	17.9586	 0.0466
 7892	 561.322	1058.143	20.4644	 0.0767	18.8385	 0.0217	16.3895	 0.0124
 7893	 934.038	1003.824	19.5508	 0.0764	18.8386	 0.0367	17.8230	 0.0430
 7894	 780.699	 682.216	19.4806	 0.0325	18.8388	 0.0201	17.9559	 0.0265
 7895	 773.792	 904.708	19.5560	 0.0505	18.8390	 0.0330	17.9684	 0.0413
 7896	1672.573	1042.715	19.5122	 0.0325	18.8390	 0.0189	17.9420	 0.0272
 7897	1477.439	1154.345	19.5508	 0.0285	18.8392	 0.0202	17.9711	 0.0275
 7898	1059.731	 914.008	19.3827	 0.0365	18.8396	 0.0287	18.0184	 0.0434
 7899	1310.661	1024.000	19.3953	 0.0370	18.8400	 0.0220	18.0130	 0.0329
 7900	1226.891	 879.430	19.5172	 0.0290	18.8404	 0.0221	17.9533	 0.0248
 7901	1489.656	1129.821	19.4457	 0.0519	18.8405	 0.0381	18.0708	 0.0714
 7902	 941.185	 940.432	19.5171	 0.0387	18.8405	 0.0380	18.1206	 0.0411
 7903	 993.133	1177.022	19.5227	 0.0379	18.8406	 0.0209	18.0410	 0.0385
 7904	1087.599	1409.546	19.4337	 0.0350	18.8409	 0.0178	17.9914	 0.0228
 7905	 972.159	 887.850	19.6536	 0.0456	18.8411	 0.0306	17.9016	 0.0355
 7906	 969.417	 768.547	19.0221	 0.0513	18.8411	 0.0352	18.0922	 0.0460
